解説→,https://hackmd.io/OwFgxgnBBmCMsFoBMATaBWBIkEMUKgA5EAGCFAUwDYwkR0SBmdIA,,,
進捗率(完了日をカウント)→,56.27%,,,
Wikidata ID,name,,,
UI用DBカラム名,name_full,name_last,name_first,
wikdiata_concept,label,,,
wikidata,名前（フル）,名前（姓）,名前（名）,
Q41770883,真白リョウ,真白,リョウ,-1
Q41698739,原輝雄,原,輝雄,-1
Q516232,阿部知子,阿部,知子,Q516232
Q11513088,星野剛士,星野,剛士,Q11513088
Q41770729,岡崎裕,岡崎,裕,-1
Q41770730,太栄志,太,栄志,-1
Q418675,甘利明,甘利,明,Q418675
Q41770731,中野渡旬,中野渡,旬,-1
Q11520430,本村賢太郎,本村,賢太郎,Q11520430
Q6203082,赤間二郎,赤間,二郎,Q6203082
Q11368828,乃木涼介,乃木,涼介,Q11368828
Q41770734,佐々木克己,佐々木,克己,-1
Q1161024,河野太郎,河野,太郎,Q1161024
Q41770735,池田博英,池田,博英,-1
Q11488572,後藤祐一,後藤,祐一,Q11488572
Q11609955,義家弘介,義家,弘介,Q11609955
Q41770737,横田英司,横田,英司,-1
Q11589542,神山洋介,神山,洋介,Q11589542
Q11570409,牧島かれん,牧島,かれん,Q11570409
Q11355765,三村和也,三村,和也,Q11355765
Q5209617,山際大志郎,山際,大志郎,Q5209617
Q5100105,西村智奈美,西村,智奈美,Q5100105
Q11585604,石崎徹,石崎,徹,Q11585604
Q41770763,五十嵐健彦,五十嵐,健彦,-1
Q5349200,鷲尾英一郎,鷲尾,英一郎,Q5349200
Q11606064,細田健一,細田,健一,Q11606064
#REF!,#REF!,#REF!,#REF!,-1
Q11678114,黒岩宇洋,黒岩,宇洋,Q11678114
Q41805155,三村誉一,三村,誉一,-1
Q17158549,斎藤洋明,斎藤,洋明,Q17158549
Q6739516,菊田真紀子,菊田,真紀子,Q6739516
Q11646784,金子恵美,金子,恵美,Q11646783
#REF!,#REF!,#REF!,#REF!,-1
Q41770766,笠原麗香,笠原,麗香,-1
Q11435293,大平悦子,大平,悦子,Q11435293
Q1620229,泉田裕彦,泉田,裕彦,Q1620229
Q41770770,梅谷守,梅谷,守,-1
Q7504756,高鳥修一,高鳥,修一,Q7504756
Q41770775,青山了介,青山,了介,-1
Q21655857,吉田豊史,吉田,豊史,Q21655857
Q11577205,田畑裕明,田畑,裕明,Q11577205
Q41770773,山崎彰,山崎,彰,-1
Q1656896,宮腰光寛,宮腰,光寛,Q1656896
Q41770774,坂本洋史,坂本,洋史,-1
Q11534806,柴田巧,柴田,巧,Q11534806
Q11544282,橘慶一郎,橘,慶一郎,Q11544282
Q41770776,黒崎清則,黒崎,清則,-1
Q10856313,田中美絵子,田中,美絵子,Q10856313
Q3136350,馳浩,馳,浩,Q3136350
Q41770779,本田正和,本田,正和,-1
Q41770781,柴田未来,柴田,未来,-1
Q41770780,宮元智,宮元,智,-1
Q17158871,佐々木紀,佐々木,紀,Q17158871
Q41770782,鈴木宏太,鈴木,宏太,-1
Q11638747,近藤和也,近藤,和也,Q11638747
Q41770784,西田昭二,西田,昭二,-1
Q41770785,金元幸枝,金元,幸枝,-1
Q41770788,鈴木宏治,鈴木,宏治,-1
Q1654408,稲田朋美,稲田,朋美,Q1654408
Q41770789,猿橋巧,猿橋,巧,-1
Q11500159,斉木武志,斉木,武志,Q11500159
Q7850389,高木毅,高木,毅,Q7850389
Q41770791,宮内現,宮内,現,-1
Q41770792,西脇愛,西脇,愛,-1
Q11364418,中島克仁,中島,克仁,Q11364418
Q7477634,中谷真一,中谷,真一,Q7477634
Q41770793,大久保令子,大久保,令子,-1
Q41770848,井桁亮,井桁,亮,-1
Q6433881,長崎幸太郎,長崎,幸太郎,Q6433881
Q41770795,小林弘幸,小林,弘幸,-1
Q11427301,堀内詔子,堀内,詔子,Q11427301
#REF!,#REF!,#REF!,#REF!,-1
Q7677369,篠原孝,篠原,孝,Q7677369
Q41770800,橋本将之,橋本,将之,-1
Q11461246,小松裕,小松,裕,Q11461243
Q41805253,駒村幸成,駒村,幸成,-1
Q6882969,下条みつ,下条,みつ,Q6882969
Q41805165,中川博司,中川,博司,-1
Q41770804,手塚大輔,手塚,大輔,-1
Q7505129,務台俊介,務台,俊介,Q7505129
Q41770805,小金沢由佳,小金沢,由佳,-1
Q11373350,井出庸生,井出,庸生,Q11373350
Q41770806,及川幸久,及川,幸久,-1
Q11518159,木内均,木内,均,Q11518159
Q41770808,毛利栄子,毛利,栄子,-1
Q11457846,寺島義幸,寺島,義幸,Q11457846
Q7496422,後藤茂之,後藤,茂之,Q7496422
Q41770813,中嶋康介,中嶋,康介,-1
Q11515287,曽我逸郎,曽我,逸郎,Q11515287
Q5986289,宮下一郎,宮下,一郎,Q5986289
Q41770814,野原典子,野原,典子,-1
Q41805248,服部泰輔,服部,泰輔,-1
Q41794089,吉田里江,吉田,里江,-1
Q459698,野田聖子,野田,聖子,Q459698
Q41794090,森桜房義,森桜,房義,-1
Q1340817,棚橋泰文,棚橋,泰文,Q1340817
Q41794091,井上諭,井上,諭,-1
Q11656652,阪口直人,阪口,直人,Q11656652
Q8054534,武藤容治,武藤,容治,Q8054534
Q41805223,籠山恵美子,籠山,恵美子,-1
Q11376723,今井雅人,今井,雅人,Q11376723
Q41794096,金子俊平,金子,俊平,-1
Q41794095,小関祥子,小関,祥子,-1
Q11657599,阿知波吉信,阿知波,吉信,Q11657599
Q1704969,古屋圭司,古屋,圭司,Q1704969
Q41770815,鈴木千佳,鈴木,千佳,-1
Q11462267,小池政就,小池,政就,Q11462267
Q41770817,青山雅幸,青山,雅幸,-1
Q276275,上川陽子,上川,陽子,Q276275
Q41770818,四ツ谷恵,四ツ谷,恵,-1
Q41770820,松尾勉,松尾,勉,-1
Q11373633,井林辰憲,井林,辰憲,Q11373633
Q6142027,鈴木望,鈴木,望,Q11648936
Q11459848,小山展弘,小山,展弘,Q11459848
Q11455005,宮澤博行,宮澤,博行,Q11455005
Q11529448,松原聡,松原,聡,Q11529448
Q9047844,田中健,田中,健,Q11575287
Q8056243,望月義夫,望月,義夫,Q8056243
Q41770822,井口昌彦,井口,昌彦,-1
Q1135729,細野豪志,細野,豪志,Q1135729
Q11413102,吉川赳,吉川,赳,Q11413102
Q41770824,内田豊,内田,豊,-1
Q7504421,渡辺周,渡辺,周,Q7504421
Q11400147,勝俣孝明,勝俣,孝明,Q11400147
Q41770826,野沢正司,野沢,正司,-1
Q41770816,福村隆,福村,隆,-1
Q41771061,日吉雄太,日吉,雄太,-1
Q11425985,城内実,城内,実,Q11425985
Q41770828,嶋田初江,嶋田,初江,-1
Q18458881,源馬謙太郎,源馬,謙太郎,Q18458881
Q935199,塩谷立,塩谷,立,Q935199
Q370385,佐藤夕子,佐藤,夕子,Q11383876
Q41770846,平山良平,平山,良平,-1
Q11414054,吉田統彦,吉田,統彦,Q11414054
Q11568677,熊田裕通,熊田,裕通,Q11568677
Q41770847,酒井健太朗,酒井,健太朗,-1
Q1949760,古川元久,古川,元久,Q1949760
Q11577186,田畑毅,田畑,毅,Q11577186
Q41805181,余語冴耶香,余語,冴耶香,-1
Q653000,近藤昭一,近藤,昭一,Q653000
Q11551703,池田佳隆,池田,佳隆,Q11551703
Q41805193,西田敏子,西田,敏子,-1
Q8056240,牧義夫,牧,義夫,Q8056240
Q11479573,工藤彰三,工藤,彰三,Q11479573
Q11644934,野々部尚昭,野々部,尚昭,Q11644934
Q582685,赤松広隆,赤松,広隆,Q582685
Q11590601,神田憲次,神田,憲次,Q11590601
Q41770850,田上光徳,田上,光徳,-1
Q11539787,森本和義,森本,和義,Q11539787
