,東北,1,13,矢内,筆勝,やない,ひっしょう,56,幸福実現党,,新,0,,党総務会長〈元〉党首・朝日新聞記者▽早大院中退,矢内筆勝,
,東北,2,13,石川,幹子,いしかわ,みきこ,52,幸福実現党,,新,0,,党岩手県副代表〈元〉栄養士▽東北女短大,石川幹子,
,東北,26,13,村上,文人,むらかみ,ふみと,67,自由民主党,,新,0,,〈元〉党秋田県事務局長・県職員▽東京農大,村上文人,
,東北,27,13,常盤,茂樹,ときわ,しげき,47,自由民主党,,新,0,,党山形県職員〈元〉大石田町議▽日大,常盤茂樹,
,東北,2,13,伊藤,優太,いとう,ゆうた,32,希望の党,,新,0,宮城1区,〈元〉仙台市議・座間市議・芸能事務所社員▽国学院大,伊藤優太,
,東北,2,13,松浦,大悟,まつうら,だいご,48,希望の党,,新,0,秋田1区,〈元〉参院議員・民主党副幹事長・秋田放送アナウンサー▽神戸学院大,松浦大悟,
,東北,2,13,荒井,寛,あらい,かん,44,希望の党,,新,0,山形1区,介護施設理事〈元〉建築会社長・日本青年会議所東北協議会長▽日大,荒井寛,
,東北,19,13,宇佐美,登,うさみ,のぼる,50,希望の党,,元,2,,〈元〉東日本国際大客員教授・日本ＷＨＯ協会長・衆院議員秘書▽早大,宇佐美登,
,東北,20,13,高松,和夫,たかまつ,かずお,75,希望の党,,元,1,,〈元〉国民の生活が第一国対副委員長・秋田県議・民主党県幹事長▽中大院,高松和夫,
,北関東,1,19,樋口,舞,ひぐち,まい,44,希望の党,維新,新,0,茨城3区,日本ＩＢＭ社員〈元〉海外旅行添乗員▽青学大院,樋口舞,
,北関東,1,19,猪口,幸子,いのくち,さちこ,61,希望の党,,新,0,群馬5区,医師・医療法人社団理事長▽山形大,猪口幸子,
,北関東,1,19,高木,秀文,たかぎ,ひでふみ,44,希望の党,維新,新,0,埼玉5区,弁護士▽法大,高木秀文,
,北関東,1,19,北角,嘉幸,きたずみ,よしゆき,54,希望の党,,新,0,埼玉13区,〈元〉名古屋市長特別秘書・みんなの党総支部長・衆院議員秘書▽早大,北角嘉幸,
,北関東,30,19,永井,弥生,ながい,やよい,53,希望の党,,新,0,,医師・群馬大医学部付属病院准教授▽山形大,永井弥生,
,北関東,31,19,山下,崇,やました,そう,44,希望の党,,新,0,,染織会社員〈元〉八丈町議▽都立八丈高,山下崇,
,北関東,1,19,小島,一郎,こじま,いちろう,46,幸福実現党,,新,0,,党総務会部長〈元〉党幹事長代理▽日大,小島一郎,
,北関東,2,19,森田,貴行,もりた,たかゆき,46,幸福実現党,,新,0,,幸福の科学職員・党群馬県副代表〈元〉自動車販売会社員▽東邦大,森田貴行,
,北関東,4,19,斉藤,芳男,さいとう,よしお,60,幸福実現党,,新,0,,党埼玉県幹事長・不動産管理会社役員▽東京理大,斉藤芳男,
,北関東,31,19,佐藤,明男,さとう,あきお,65,自由民主党,,新,0,,党栃木県事務局長▽明大,佐藤明男,
,北関東,32,19,百武,公親,ひゃくたけ,きみちか,55,自由民主党,,新,0,,党埼玉県事務局長〈元〉丸広百貨店社員▽高千穂商大,百武公親,
,北関東,33,19,神田,裕,かんだ,ゆたか,59,自由民主党,,新,0,,党茨城県事務局長▽明大,神田裕,
,北関東,34,19,山脇,孝雄,やまわき,たかお,60,自由民主党,,新,0,,党群馬県事務局長〈元〉上毛新聞記者▽金沢大,山脇孝雄,
,北関東,35,19,笹尾,憲司,ささお,けんじ,68,自由民主党,,新,0,,〈元〉党事務局次長▽中大,笹尾憲司,
,南関東,1,22,宮川,伸,みやかわ,しん,47,立憲民主党,,新,0,千葉13区,〈元〉創薬ベンチャー会社役員・東大医科学研究所研究員▽東工大院,宮川伸,
,南関東,34,22,外川,正明,とがわ,まさあき,62,自由民主党,,新,0,,党職員▽明治学院大,外川正明,
,南関東,35,22,小幡,和弘,おばた,かずひろ,59,自由民主党,,新,0,,党職員▽東海大,小幡和弘,
,南関東,1,22,神武,桜子,じんむ,さくらこ,31,幸福実現党,,新,0,,副党首兼広報本部長▽慶大,神武桜子,
,南関東,2,22,古川,裕三,ふるかわ,ゆうぞう,35,幸福実現党,,新,0,,党南関東地区副支部長〈元〉ＨＳ政経塾生▽日大,古川裕三,
,南関東,3,22,長村,康博,おさむら,やすひろ,55,幸福実現党,,新,0,,党南関東地区副支部長〈元〉生命保険社員▽駒沢大,長村康博,
,南関東,4,22,高橋,彰,たかはし,あきら,74,幸福実現党,,新,0,,党南関東地区副支部長〈元〉化学会社員▽東大,高橋彰,
,南関東,1,22,竹ケ原,裕美子,たけがはら,ゆみこ,46,希望の党,,新,0,千葉2区,医師〈元〉ＪＰモルガン証券社員▽富山医薬大,竹ケ原裕美子,
,南関東,1,22,岡野,純子,おかの,じゅんこ,39,希望の党,,新,0,千葉5区,企業研修講師〈元〉浦安市議・ＮＨＫアナウンサー▽同志社大,岡野純子,
,南関東,1,22,遠藤,宣彦,えんどう,のぶひこ,54,希望の党,,元,1,千葉6区,〈元〉衆院議員秘書・郵政省職員▽東大,遠藤宣彦,
,南関東,1,22,水野,智彦,みずの,ともひこ,61,希望の党,,元,1,千葉13区,歯科医師〈元〉減税日本政調会長・勝浦青年会議所理事長▽城西歯大,水野智彦,
,南関東,1,22,長島,一由,ながしま,かずよし,50,希望の党,,元,1,神奈川1区,映画監督〈元〉逗子市長・鎌倉市議・フジテレビ記者▽東大院,長島一由,
,南関東,1,22,橋本,久美,はしもと,くみ,48,希望の党,,新,0,神奈川2区,建築会社監査役〈元〉スクールカウンセラー▽東京学芸大院,橋本久美,
,南関東,1,22,風間,法子,かざま,のりこ,47,希望の党,維新,新,0,神奈川4区,〈元〉コンサル社員・松下政経塾生・シンクタンク社員▽横浜国大院,風間法子,
,南関東,1,22,吉岡,憲史,よしおか,けんじ,39,希望の党,,新,0,神奈川5区,投資コンサルタント会社役員〈元〉民放テレビ局記者▽英ラフバラ大院,吉岡憲史,
,南関東,1,22,川野,案,かわの,あん,35,希望の党,,新,0,神奈川7区,法律事務所社員▽桜美林大,川野案,
,南関東,1,22,市川,佳子,いちかわ,よしこ,53,希望の党,,新,0,神奈川10区,〈元〉神奈川県議・川崎市議・参院議員秘書▽慶大,市川佳子,
,南関東,1,22,原,輝雄,はら,てるお,43,希望の党,,新,0,神奈川12区,〈元〉藤沢市議・市農業委員・衆院議員秘書・税理士事務所員▽中央大,原輝雄,
,南関東,30,22,石川,藍,いしかわ,あい,36,希望の党,,新,0,,証券会社員▽慶大院,石川藍,
,南関東,31,22,内山,正樹,うちやま,まさき,49,希望の党,,新,0,,医師▽日本医科大,内山正樹,
,南関東,32,22,秋山,岳久,あきやま,たけひさ,54,希望の党,,新,0,,ＩＴ会社員▽日大,秋山岳久,
,東京,7,17,坂井,和歌子,さかい,わかこ,40,日本共産党,,新,0,,党都女性部副部長・党准都委員〈元〉赤旗記者▽和光大,坂井和歌子,
,東京,1,17,松沢,香,まつざわ,かおる,39,希望の党,,新,0,東京1区,弁護士〈元〉国会福島原発事故調事務局課長▽慶大,松沢香,
,東京,1,17,鳩山,太郎,はとやま,たろう,43,希望の党,,新,0,東京2区,〈元〉総務相秘書官・都議▽早大,鳩山太郎,
,東京,1,17,難波,美智代,なんば,みちよ,43,希望の党,,新,0,東京4区,健康教育会社長・健康教育推進団体顧問▽神奈川県追浜高,難波美智代,
,東京,1,17,植松,恵美子,うえまつ,えみこ,49,希望の党,,新,0,東京6区,温泉施設運営会社長〈元〉参院予算委理事・民主党政調副会長▽神戸大,植松恵美子,
,東京,1,17,荒木,章博,あらき,あきひろ,64,希望の党,,新,0,東京7区,医療法人社団常任監事〈元〉熊本県議・熊本市議・衆院議員秘書▽熊本工大,荒木章博,
,東京,1,17,高松,智之,たかまつ,さとし,43,希望の党,,新,0,東京9区,〈元〉練馬区議・参院議員秘書・松下政経塾生▽東大院,高松智之,
,東京,1,17,宍戸,千絵,ししど,ちえ,39,希望の党,,新,0,東京11区,富士ゼロックス社員〈元〉独立行政法人職員▽米ジョージワシントン大院,宍戸千絵,
,東京,1,17,矢作,麻子,やはぎ,あさこ,39,希望の党,,新,0,東京14区,弁護士▽早大院,矢作麻子,
,東京,1,17,田村,謙治,たむら,けんじ,49,希望の党,,元,3,東京16区,〈元〉民主党政調副会長・内閣府政務官・衆院議員秘書・財務省職員▽東大,田村謙治,
,東京,1,17,西田,主税,にしだ,ちから,55,希望の党,,新,0,東京17区,〈元〉環境省情報分析官・東北大院教授▽京大院,西田主税,
,東京,1,17,鴇田,敦,ときた,あつし,51,希望の党,,新,0,東京18区,〈元〉テレビ東京記者・浦安市行政改革推進委員▽早大,鴇田敦,
