db,person,area,party,votes
wikidata,Q7706881,Q11494336,Q232595,
wikidata,Q7706925,Q11568329,Q232595,
wikidata,Q7827620,Q8047616,Q232595,
wikidata,Q7827692,Q11472353,Q327591,
wikidata,Q784087,Q11494353,Q327591,
wikidata,Q7850039,Q11525652,Q232595,
wikidata,Q7850337,Q6958596,Q232595,
wikidata,Q7850389,Q11591499,Q232595,
wikidata,Q7862709,Q11453772,Q232595,
wikidata,Q8046971,Q251994,Q232595,
wikidata,Q8049965,Q11441214,Q232595,
wikidata,Q8049977,Q11617504,Q232595,
wikidata,Q8049988,Q6346640,Q232595,
wikidata,Q8050022,Q11426803,Q41040535,
wikidata,Q8050092,Q11568330,Q232595,
wikidata,Q8050121,Q11393158,Q232595,
wikidata,Q8054534,Q11471575,Q232595,
wikidata,Q8055323,Q11568324,Q41040535,
wikidata,Q8055326,Q7813822,Q327591,
wikidata,Q8055970,Q11592622,Q232595,
wikidata,Q8056061,Q11393149,Q232595,
wikidata,Q8056070,Q11454481,Q232595,
wikidata,Q8056240,Q11494348,Q41040535,
wikidata,Q8056243,Q11663242,Q232595,
wikidata,Q8056290,Q11406388,Q232595,
wikidata,Q8056299,Q11593326,Q232595,
wikidata,Q8060529,Q11672489,Q232595,
wikidata,Q8060577,Q11441202,Q232595,
wikidata,Q806947,Q7813806,Q41532587,
wikidata,Q9067667,Q11441212,Q232595,
wikidata,Q923428,Q7105539,Q21499745,
wikidata,Q926370,Q11406376,Q232595,
wikidata,Q935199,Q11663246,Q232595,
wikidata,Q978256,Q10971927,Q41040535,
wikidata,Q992930,Q7813822,Q232595,
