選挙区候補者：北海道,,,,,,,,,,,http://www.asahi.com/senkyo/senkyo2016/koho/B01.html
選挙区候補者：神奈川,,浅賀　由香,36,共産,新,〈元〉運輸会社役員,https://twitter.com/asakayuka,https://www.facebook.com/jcpasaka,http://asakayuka.net/,/senkyo/senkyo2016/carta/B00001NTD.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,真山　勇一,72,民進,前,〈元〉キャスター,https://twitter.com/mayamamia,https://www.facebook.com/yuichi.mayama.9,http://mayamayuichi.jp/,/senkyo/senkyo2016/carta/B00000ZN2.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,片野　英司,45,諸派,新,支持なし党員,,,,/senkyo/senkyo2016/carta/B000021QZ.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,三浦　信祐,41,公明,新,〈元〉防衛大准教授,https://twitter.com/miura_nobuhiro,https://www.facebook.com/miura.nob,https://miura-nobuhiro.com/,/senkyo/senkyo2016/carta/B000021F6.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,三原　じゅん子,51,自民,現,〈元〉女優,https://twitter.com/miharajunco,https://www.facebook.com/junco.mihara,https://www.miharajunco.org,/senkyo/senkyo2016/carta/B00001CH9.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,壹岐　愛子,30,諸派,新,幸福実現党員,https://twitter.com/ikiaiko,https://www.facebook.com/iki.aiko,http://ameblo.jp/ikiaiko/,/senkyo/senkyo2016/carta/B00001RT5.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,丹羽　大,39,お維新,新,〈元〉広告会社員,https://twitter.com/niwadainiwa,https://www.facebook.com/niwadainiwa,http://niwadai.jp/,/senkyo/senkyo2016/carta/B000021CM.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,金子　洋一,54,民進,現,〈元〉内閣府職員,https://twitter.com/Y_Kaneko,https://www.facebook.com/yoichi.kaneko,http://www.guts-kaneko.com/,/senkyo/senkyo2016/carta/BZZZZZ0KN.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,森　英夫,44,社民,新,看護師,https://twitter.com/hideo_2015,https://www.facebook.com/morihideo2016,http://moriyokohama.web.fc2.com,/senkyo/senkyo2016/carta/B00001TP7.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,清水　太一,34,こころ,新,清掃会社員,,,,/senkyo/senkyo2016/carta/B000021UU.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,中西　健治,52,無所属,現,〈元〉証券会社役員,https://twitter.com/kenji_nakanishi,https://www.facebook.com/Nakanishi.Kenji.giin/,http://www.nakanishikenji.jp/,/senkyo/senkyo2016/carta/B00001A6I.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：神奈川,,佐藤　政則,48,無所属,新,〈元〉介護施設職員,,,http://satoma-office.jp,/senkyo/senkyo2016/carta/B000021RV.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
選挙区候補者：新潟,,,,,,,,,,,http://www.asahi.com/senkyo/senkyo2016/koho/B15.html
